r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,Skintone,Season
163,193,74,109,131,67,209,3,209,110,53,98,white,spring
255,15,57,254,218,21,126,157,194,248,248,248,white,spring
165,140,179,161,106,232,234,231,250,217,161,160,white,spring
41,179,255,129,234,255,251,192,14,255,215,116,white,spring
229,232,232,141,151,151,78,84,92,0,4,1,white,summer
216,206,230,114,67,92,180,248,200,66,70,81,olive,winter
229,218,206,188,190,192,92,83,80,60,54,48,darkbrown,summer
6,30,71,104,164,241,43,106,208,31,69,145,white,spring
237,231,208,253,205,147,3,79,57,84,147,105,darkbrown,summer
228,244,243,161,219,241,113,213,228,0,182,188,darkbrown,summer
113,159,30,74,114,18,213,206,88,16,66,16,white,spring
30,49,72,158,111,109,230,215,213,67,177,75,white,spring
41,102,12,247,226,199,87,142,135,28,69,8,white,spring
107,58,44,201,177,198,59,9,24,201,177,198,white,spring
246,212,210,237,209,250,159,168,235,65,32,169,darkbrown,summer
16,86,79,33,182,168,48,217,200,117,230,218,white,spring
243,204,60,209,154,48,125,63,32,0,0,0,darkbrown,summer
211,210,199,91,137,174,173,196,215,203,142,102,white,winter
236,241,242,127,127,127,244,216,0,5,7,7,olive,winter
251,220,106,177,43,36,118,5,4,9,10,14,white,summer
255,255,255,233,216,225,229,206,246,182,85,200,white,spring
101,223,246,0,71,143,26,131,204,203,235,245,white,winter
184,51,48,203,215,208,243,237,224,213,182,144,white,spring
253,242,231,254,233,0,4,211,188,254,204,200,white,spring
169,36,32,209,145,62,14,49,96,19,83,144,darkbrown,summer
224,137,85,0,72,164,227,90,1,104,154,184,darkbrown,summer
248,215,168,239,151,113,221,221,164,123,88,61,white,spring
255,39,104,163,163,183,27,74,86,242,238,247,darkbrown,summer
247,98,1,254,235,160,212,30,0,103,41,1,white,spring
98,126,139,210,204,204,234,237,240,24,75,41,white,spring
233,103,155,248,205,79,185,163,209,110,224,224,white,spring
250,251,244,0,160,243,0,0,255,0,0,102,white,winter
0,116,221,155,204,253,54,214,231,129,89,159,white,spring
43,102,112,99,126,144,119,167,176,229,242,240,white,spring
60,76,112,220,161,176,237,238,241,145,104,160,white,spring
187,192,182,213,132,105,240,237,228,67,88,97,white,spring
242,218,208,236,180,185,234,133,199,137,154,137,white,spring
151,12,16,239,244,240,56,70,64,36,76,96,white,spring
227,230,224,37,41,48,192,179,160,107,132,144,olive,winter
96,63,139,185,167,187,50,59,54,97,108,89,white,spring
253,242,237,247,201,182,241,161,126,165,62,18,white,spring
221,219,219,238,165,166,158,150,142,251,201,156,white,spring
16,66,16,106,136,32,211,192,47,242,228,55,white,spring
100,213,221,87,165,184,246,129,129,169,74,95,white,autumn
191,132,34,54,27,40,188,156,34,182,204,215,darkbrown,summer
200,244,249,21,146,180,224,160,48,160,98,4,darkbrown,summer
63,109,60,247,187,219,255,11,172,123,22,62,white,spring
19,195,247,255,39,104,233,233,231,255,243,135,white,spring
255,191,144,243,104,112,206,214,202,255,245,215,white,spring
4,59,177,30,138,211,16,188,16,29,53,55,darkbrown,summer
27,46,60,12,12,30,77,0,17,243,227,226,white,spring
234,49,96,20,43,112,233,158,176,70,82,160,white,spring
122,0,81,211,177,194,36,8,49,228,75,125,white,spring
24,72,160,71,216,224,89,206,224,38,146,208,white,spring
233,218,196,57,34,31,239,129,62,94,104,38,olive,winter
208,180,159,192,211,154,79,95,44,42,41,28,white,spring
213,213,192,77,221,224,49,204,224,29,179,192,darkbrown,summer
59,34,68,160,106,180,232,69,174,235,164,8,white,spring
143,69,83,244,243,241,230,229,227,226,172,185,white,spring
8,130,128,6,51,64,0,128,0,4,208,16,darkbrown,summer
0,143,222,164,216,251,56,204,237,149,113,171,white,spring
0,0,163,0,65,151,127,62,113,223,38,94,darkbrown,summer
240,231,228,19,25,25,99,79,64,180,154,135,olive,winter
0,51,102,113,177,197,203,230,239,240,242,243,white,spring
240,147,96,246,34,128,251,143,192,249,191,80,white,spring
254,250,229,212,197,182,196,206,197,110,114,110,white,spring
43,24,163,243,83,213,233,216,225,136,201,250,white,spring
115,138,118,101,252,106,255,11,172,228,249,149,white,spring
50,89,128,212,194,176,32,46,80,119,113,128,white,spring
220,119,38,236,192,70,245,247,237,66,192,210,white,spring
205,211,208,135,177,176,56,110,144,52,74,112,darkbrown,summer
59,34,68,16,81,96,45,118,112,205,150,107,white,winter
109,61,56,233,218,196,224,172,142,81,72,67,white,spring
1,98,54,2,137,75,6,4,10,190,211,171,white,spring
120,125,18,86,124,9,188,196,28,235,240,148,white,spring
4,10,24,11,28,71,245,245,233,135,63,73,olive,winter
0,31,61,21,25,131,24,99,214,182,203,225,white,spring
227,105,32,239,167,16,232,212,192,220,173,144,white,spring
247,203,202,236,105,100,241,131,112,114,24,22,white,spring
43,67,16,78,113,48,201,181,144,149,178,80,white,spring
43,67,16,78,113,48,201,181,144,149,178,80,white,spring
232,198,174,212,199,175,189,184,182,128,118,114,white,spring
0,38,76,54,69,79,163,171,176,212,208,208,white,spring
238,222,224,248,125,176,239,92,144,188,45,64,white,spring
233,40,160,39,17,64,60,190,208,230,211,80,darkbrown,summer
37,40,39,255,254,230,41,18,17,248,207,44,white,spring
220,167,160,22,92,64,225,122,130,140,199,192,white,spring
146,113,194,45,22,116,255,242,255,112,58,207,white,winter
220,242,240,255,230,91,250,215,243,102,184,201,white,spring
239,234,224,233,143,192,158,143,144,205,96,144,white,spring
186,211,228,30,119,189,16,86,79,4,52,92,white,summer
30,18,0,139,128,96,253,255,240,151,12,16,white,spring
37,108,112,191,13,112,240,84,176,224,233,208,white,spring
245,213,228,230,101,121,252,192,197,247,231,206,white,spring
227,239,249,170,205,229,108,196,220,63,146,183,darkbrown,summer
248,255,202,182,208,132,255,203,50,47,118,4,white,spring
142,183,206,84,98,123,162,190,239,251,178,163,olive,winter
180,100,144,227,217,224,241,236,208,99,79,80,white,spring
35,66,74,101,169,166,236,236,235,59,112,125,white,spring
104,106,78,207,205,194,151,117,87,117,117,115,white,spring
19,1,112,205,244,220,1,148,154,205,0,70,white,spring
251,223,160,255,194,199,93,217,251,187,213,210,darkbrown,summer
76,50,96,228,52,128,234,212,192,244,58,176,white,spring
0,12,32,239,51,64,241,180,32,255,250,224,white,spring
32,57,70,119,141,153,198,174,150,255,153,54,white,spring
253,121,36,87,165,184,226,27,50,236,239,91,white,spring
114,104,176,220,140,176,45,210,32,231,33,160,white,spring
201,217,240,129,85,186,254,196,55,254,91,214,white,spring
195,165,124,193,147,125,193,177,153,222,216,205,white,spring
34,44,69,158,191,207,142,123,150,238,214,211,white,spring
237,229,225,149,103,91,198,165,144,212,172,116,white,spring
101,212,238,157,232,156,250,193,47,207,233,239,white,spring
177,65,0,227,158,48,138,89,32,143,174,112,white,spring
253,191,175,252,238,150,126,182,215,77,82,100,white,spring
91,92,80,27,30,30,194,173,144,228,220,192,white,spring
135,74,91,35,36,37,227,205,188,175,178,174,white,spring
78,81,78,152,140,128,224,163,159,249,235,225,white,spring
101,78,48,82,118,64,33,37,16,26,51,21,white,spring
96,56,64,189,137,144,159,148,160,183,208,224,white,spring
250,208,44,225,42,42,70,154,73,25,42,41,white,summer
250,208,44,225,42,42,70,154,73,25,42,41,white,summer
89,12,105,74,13,74,209,159,198,57,143,199,white,spring
56,57,64,169,138,176,241,241,240,173,169,173,white,spring
255,255,255,247,231,206,162,163,170,170,156,146,white,spring
241,210,108,43,18,0,207,92,0,141,30,0,darkbrown,summer
235,233,158,139,202,103,249,217,118,5,88,22,white,spring
184,4,84,29,25,10,177,117,255,220,188,208,white,spring
151,130,173,240,91,6,243,185,223,157,27,111,white,spring
223,214,209,31,35,44,255,255,255,131,116,110,darkbrown,summer
64,181,240,33,68,192,20,34,112,3,3,3,olive,winter
122,62,38,207,104,86,247,231,206,255,255,255,white,spring
32,26,30,208,180,159,228,212,200,226,230,231,white,spring
221,176,64,209,183,128,227,229,224,70,66,57,white,spring
104,99,97,227,34,39,26,124,250,0,112,224,darkbrown,summer
17,118,96,9,50,59,4,177,111,20,225,20,white,winter
227,90,1,76,124,113,46,71,105,31,38,46,darkbrown,summer
7,210,190,242,78,112,180,248,200,15,19,0,white,winter
4,220,119,1,98,54,182,210,165,216,147,132,darkbrown,summer
228,215,207,138,50,64,97,121,105,152,112,93,white,summer
0,61,122,5,21,55,4,36,124,4,88,171,darkbrown,summer
255,187,202,236,253,241,180,248,200,239,237,198,white,spring
169,186,136,217,198,191,246,240,231,109,111,115,white,spring
176,183,192,23,23,16,112,115,112,89,94,96,olive,winter
255,218,119,241,175,192,6,150,176,216,52,113,darkbrown,summer
230,189,204,236,234,219,163,118,139,222,186,214,white,spring
162,196,224,247,203,45,7,19,48,18,46,118,darkbrown,summer
91,220,225,231,59,165,244,151,91,249,216,206,white,spring
2,132,118,1,93,83,3,3,3,110,203,90,darkbrown,winter
43,25,46,245,232,218,80,0,108,206,140,165,white,spring
71,66,65,205,166,122,167,168,138,208,204,185,white,spring
34,34,34,152,134,134,116,183,172,178,74,59,white,spring
232,0,0,30,115,190,200,80,176,102,10,96,white,spring
157,206,208,169,138,176,240,241,207,142,163,80,white,spring
62,75,89,135,147,158,253,144,150,214,247,248,white,spring
116,178,208,255,245,147,243,104,112,250,250,240,white,spring
85,88,216,212,187,221,251,211,218,138,223,227,white,spring
0,191,214,202,223,217,139,209,228,0,181,162,white,spring
52,57,32,248,249,247,113,116,58,213,186,144,white,spring
152,215,194,161,163,165,5,171,196,4,144,174,olive,summer
73,14,8,241,161,126,247,201,182,247,220,111,white,spring
73,14,8,241,161,126,247,201,182,247,220,111,white,spring
40,118,134,223,209,169,199,159,167,96,63,139,white,spring
241,180,22,229,106,25,0,0,0,144,0,0,white,spring
64,198,159,46,118,94,214,43,131,5,35,76,white,spring
19,41,42,145,202,190,73,159,164,181,223,214,white,spring
8,21,58,11,31,101,37,53,217,192,141,44,white,autumn
122,64,62,159,43,0,248,151,0,216,205,157,white,spring
221,129,156,59,31,82,30,20,43,160,89,135,white,summer
173,200,210,159,156,147,84,98,123,244,244,246,white,spring
71,82,80,149,137,169,181,238,203,248,162,168,white,spring
164,170,131,216,221,184,76,65,26,243,238,217,white,spring
190,209,223,84,110,129,0,31,61,156,185,204,white,summer
205,203,175,95,101,16,114,48,86,182,124,154,white,spring
172,230,242,95,201,218,91,116,133,137,207,240,darkbrown,summer
201,129,105,224,235,229,184,221,214,230,183,148,white,spring
25,39,64,75,109,144,133,174,208,184,209,224,white,spring
154,186,18,55,82,11,222,230,76,102,147,12,white,spring
62,0,74,173,226,146,65,32,169,120,0,162,white,spring
0,0,0,58,73,104,255,69,0,0,135,202,white,spring
229,225,217,218,167,162,167,168,138,55,57,30,white,spring
15,125,128,226,186,176,255,150,183,95,211,200,white,spring
226,179,39,70,147,184,11,31,101,225,217,209,darkbrown,summer
229,162,152,193,217,183,44,119,33,0,224,145,darkbrown,summer
204,167,138,238,238,238,220,180,177,189,240,214,white,spring
96,100,98,237,240,238,0,115,92,0,73,58,darkbrown,summer
243,229,195,211,167,113,207,192,174,105,69,50,white,spring
102,102,102,232,232,224,53,47,32,172,148,128,white,spring
43,142,142,115,176,58,92,216,90,39,142,213,white,spring
73,159,164,169,88,43,186,153,115,237,223,156,white,spring
4,66,91,187,203,190,22,121,111,16,86,79,white,spring
157,80,96,231,223,224,55,99,128,45,31,48,white,spring
0,134,170,202,198,198,0,69,109,103,215,237,darkbrown,spring
126,216,224,247,102,160,88,228,224,41,78,160,darkbrown,summer
92,204,203,246,240,231,28,121,158,144,137,132,darkbrown,spring
66,195,247,0,165,233,0,58,107,231,237,235,olive,winter
146,207,147,11,28,72,226,237,221,222,202,186,olive,winter
238,214,211,105,201,188,247,188,165,247,131,124,white,spring
150,69,85,240,187,211,195,214,219,250,220,220,white,spring
180,248,200,248,211,183,247,172,50,164,71,87,white,spring
115,133,128,62,62,62,191,202,208,151,12,16,darkbrown,summer
72,113,232,177,117,255,171,114,159,45,22,116,white,spring
108,109,118,249,251,247,238,147,169,189,240,214,white,spring
92,6,1,249,148,59,208,83,1,209,194,194,white,spring
75,68,60,77,0,17,35,36,37,228,229,232,darkbrown,spring
52,222,208,148,250,240,58,247,240,49,209,208,darkbrown,summer
207,224,234,1,148,154,87,131,132,1,99,103,white,summer
146,68,58,165,101,70,222,186,161,246,233,206,white,spring
103,110,127,15,13,18,249,246,240,182,115,124,white,autumn
117,183,208,38,63,96,228,235,224,57,130,176,white,spring
9,18,53,20,32,46,43,66,87,136,169,195,white,spring
214,226,232,145,193,216,0,112,172,0,51,113,white,summer
53,204,190,60,119,130,223,232,230,174,205,203,white,spring
74,39,32,143,79,64,238,195,194,225,177,160,white,spring
0,134,172,17,129,200,242,240,252,255,0,0,darkbrown,summer
93,119,114,182,226,211,67,97,111,21,45,46,white,spring
122,121,125,4,211,188,212,176,203,0,224,235,white,spring
62,0,74,173,226,146,65,32,169,144,95,208,white,spring
68,73,43,205,209,184,221,187,164,235,221,216,white,spring
35,103,177,248,207,44,228,230,237,211,168,119,white,spring
184,116,157,123,65,87,233,189,232,243,228,226,white,spring
220,231,224,226,201,221,244,186,191,94,71,73,white,spring
120,155,96,173,194,144,140,108,48,32,48,16,white,spring
77,52,160,229,182,231,81,201,210,255,215,0,white,spring
42,97,109,69,117,69,253,242,237,237,206,189,white,spring
52,32,48,205,155,128,242,157,180,250,232,224,white,spring
253,192,160,207,209,209,77,0,17,0,0,0,darkbrown,summer
255,194,199,255,255,255,154,90,67,212,233,240,white,spring
209,230,242,118,212,234,246,195,36,154,192,38,white,spring
240,198,166,62,31,62,255,128,112,33,197,196,darkbrown,summer
197,95,252,56,19,51,217,153,45,150,25,178,olive,winter
117,100,87,59,60,56,213,187,169,241,236,228,white,spring
255,136,130,84,56,85,232,141,114,255,203,164,white,spring
43,86,21,248,207,44,219,85,212,155,148,138,white,spring
3,217,48,210,52,176,44,70,196,255,232,69,white,spring
255,228,226,204,82,22,255,103,27,144,3,0,white,spring
112,84,70,225,195,145,253,244,227,60,52,49,white,spring
218,164,134,250,252,240,19,251,226,0,130,145,darkbrown,summer
77,0,17,78,112,106,31,25,43,238,199,187,white,spring
206,175,180,148,80,85,41,0,10,235,30,43,darkbrown,summer
65,176,193,240,72,84,80,81,73,226,228,231,white,spring
105,94,147,199,159,167,223,209,169,40,118,134,white,spring
151,92,173,253,98,173,0,156,223,170,226,59,white,spring
147,128,104,189,151,203,212,187,221,235,230,218,white,spring
84,136,165,93,189,234,163,196,195,251,226,156,white,spring
95,90,95,176,185,122,244,149,134,247,225,136,white,spring
156,159,75,252,232,218,249,191,178,71,79,29,white,spring
254,228,173,214,37,152,249,209,192,5,10,97,darkbrown,summer
225,0,50,219,232,225,27,68,128,1,49,32,darkbrown,summer
129,72,39,225,166,126,46,39,20,170,148,115,white,spring
234,232,221,241,200,58,208,180,159,169,209,228,white,spring
226,234,238,254,198,197,250,220,175,189,240,214,white,spring
131,101,89,244,248,243,205,172,121,98,132,116,white,spring
174,184,196,5,38,59,22,59,80,156,166,184,white,winter
95,52,226,212,187,221,73,169,192,245,215,16,white,spring
65,72,60,252,201,49,204,216,199,238,238,238,white,spring
205,189,178,137,172,170,187,97,108,24,58,80,white,spring
224,209,219,185,150,141,44,57,61,230,196,185,darkbrown,summer
213,193,185,145,73,85,33,34,35,173,179,188,white,summer
178,42,128,233,48,192,254,255,96,255,142,249,white,spring
244,181,160,228,218,207,241,220,182,180,248,200,white,spring
221,199,160,200,118,32,115,96,19,114,39,32,white,spring
40,75,112,119,162,144,253,208,90,147,134,112,white,spring
211,199,161,37,34,32,127,175,192,212,157,64,darkbrown,summer
239,192,129,188,10,15,175,159,48,239,238,233,white,spring
255,245,236,206,108,47,72,188,207,17,133,146,olive,summer
39,62,71,218,192,166,73,159,164,91,74,82,white,spring
38,62,43,175,14,80,228,44,144,239,208,208,white,spring
255,101,1,183,131,38,189,37,20,134,120,92,white,spring
1,40,96,254,200,77,20,154,162,238,218,220,white,spring
216,88,28,179,193,168,146,158,173,61,80,58,white,spring
101,70,62,185,154,135,201,190,177,235,235,229,white,spring
92,99,112,224,203,192,93,84,80,133,75,91,white,spring
156,90,64,200,152,112,251,229,224,246,235,224,white,spring
241,250,252,61,181,196,201,228,235,0,74,148,darkbrown,summer
41,96,144,179,216,224,19,47,112,11,40,64,darkbrown,spring
25,56,85,203,14,85,63,190,224,233,218,196,white,spring
174,184,196,33,67,88,21,27,37,156,166,184,white,summer
0,41,82,216,225,231,209,93,132,120,161,229,white,spring
187,209,192,190,12,61,226,83,113,229,181,176,white,spring
222,220,228,201,141,38,3,166,90,0,94,56,white,summer
254,246,245,255,196,53,124,243,160,248,50,18,white,winter
107,207,220,177,206,207,144,81,113,76,59,85,white,spring
217,178,149,255,136,130,207,201,203,92,129,92,white,spring
31,55,80,41,74,65,81,128,96,137,172,160,white,spring
181,179,202,161,106,232,71,113,88,0,8,0,white,summer
237,180,192,239,241,250,231,214,192,190,205,203,white,spring
31,45,96,211,56,96,250,240,192,251,94,137,white,spring
118,151,125,220,114,96,118,148,171,107,109,108,white,spring
222,216,205,195,165,124,99,79,64,219,154,125,white,spring
103,103,111,169,112,97,239,194,168,250,235,217,white,spring
133,75,91,54,52,48,241,185,48,197,73,32,white,spring
155,130,112,230,213,224,191,182,176,250,220,220,white,spring
248,242,245,192,136,243,156,128,234,85,124,223,darkbrown,summer
239,216,191,249,127,189,230,197,216,180,248,200,white,spring
51,107,145,236,245,244,0,41,82,195,140,31,white,spring
47,47,27,231,225,224,50,74,96,232,171,22,white,spring
0,31,61,204,218,218,15,74,111,20,119,178,darkbrown,spring
136,66,144,69,40,88,216,183,166,241,236,228,white,spring
255,215,0,244,236,240,215,223,184,235,179,184,white,spring
26,214,204,235,50,152,49,237,49,245,220,22,white,spring
64,104,80,186,199,176,102,143,112,37,64,48,white,spring
146,207,147,10,76,118,226,237,221,222,202,186,olive,winter
180,100,163,96,46,158,159,199,170,160,47,0,darkbrown,summer
11,31,101,22,72,143,12,33,68,7,17,37,olive,winter
126,54,128,239,225,232,66,2,100,166,84,223,white,spring
237,36,97,83,0,33,57,129,112,189,244,141,darkbrown,summer
44,94,23,145,211,76,168,15,250,92,3,140,white,spring
169,121,80,6,147,144,255,243,67,251,54,144,white,spring
222,230,224,130,228,208,36,134,128,29,84,80,white,summer
252,225,104,250,186,162,235,207,170,125,124,166,white,spring
171,32,42,51,81,85,21,20,26,248,207,44,white,spring
46,64,7,43,84,52,227,204,222,176,203,176,white,spring
255,227,42,103,225,232,84,40,171,222,210,205,darkbrown,summer
47,42,69,39,10,17,255,11,172,252,243,166,white,spring
